N-samples,CNAME,e1_all_unsatgl_rm,e2_all_unsatgl_rm
3395,ARLINGTON HEIGH,48,40
3396,SOUTH HILLS H S,57,50
3397,DIAMOND HILL-JA,71,69
3398,DUNBAR H S,71,64
3399,EASTERN HILLS H,68,64
3400,NORTH SIDE H S,57,48
3401,POLYTECHNIC H S,72,66
3402,PASCHAL H S,44,27
3403,TRIMBLE TECHNIC,43,32
3404,WESTERN HILLS H,61,53
3405,O D WYATT H S,73,66
3407,SUCCESS H S,81,93
3408,SUCCESS H S,81,81
3409,SUCCESS H S,86,93
3410,SUCCESS H S,86,81
3411,BENBROOK MIDDLE,39,29
3412,TEXAS ACADEMY O,2,2
3413,YOUNG MEN'S LEA,20,19
3415,MARINE CREEK CO,15,12
3416,TARRANT CO COLL,29,13
3417,GRAPEVINE H S,18,16
3418,COLLEYVILLE HER,19,15
3419,THE BRIDGES ACA,44,60
3420,IUNIVERSITY PRE,2,5
3421,GRAPEVINE-COLLE,12,18
3422,KELLER H S,8,8
3423,FOSSIL RIDGE H,27,23
3424,TIMBER CREEK H,20,19
3426,MANSFIELD SUMMI,36,38
3427,MANSFIELD H S,16,19
3428,MANSFIELD TIMBE,32,31
3429,MANSFIELD LEGAC,32,25
3430,THE PHOENIX ACA,56,71
3431,MANSFIELD LAKE,19,24
3432,LAKE WORTH H S,46,48
3433,CROWLEY H S,55,52
3434,NORTH CROWLEY H,48,49
3435,KENNEDALE H S,34,32
3436,AZLE H S,33,27
3437,AZLE HORNET ACA,64,100
3439,BELL H S,83,24
3440,TRINITY H S,87,26
3441,TRINITY H S,87,58
3442,TRINITY H S,58,26
3443,TRINITY H S,58,58
3444,KEYS H S,76,70
3445,CASTLEBERRY H S,41,46
3446,REACH H S,82,96
3447,BOSWELL H S,20,24
3448,ELMER C WATSON,75,76
3449,SAGINAW H S,32,26
3450,CHISHOLM TRAIL,28,20
3452,BREWER H S,41,36
3453,MESA H S,83,90
3454,AMARILLO COLLEG,16,23
3455,ISCHOOL H S,13,12
3457,FOUNDERS CLASSI,5,1
3458,FOUNDERS CLASSI,5,7
3459,FOUNDERS CLASSI,0,1
3460,FOUNDERS CLASSI,0,7
3461,FOUNDERS CLASSI,33,1
3462,FOUNDERS CLASSI,33,7
3463,ISCHOOL HIGH AT,4,1
3464,ISCHOOL HIGH AT,4,0
3465,ISCHOOL HIGH AT,4,1
3466,ISCHOOL HIGH AT,4,0
3467,ABILENE H S,45,39
3468,WOODSON CENTER,91,89
3470,ACADEMY FOR TEC,21,19
3473,MERKEL H S,49,39
3474,TRENT INDEPENDE,46,33
3475,JIM NED H S,28,24
3476,SANDERSON SCHOO,33,33
3477,BROWNFIELD H S,67,56
3478,BROWNFIELD EDUC,100,79
3479,MEADOW SCHOOL,43,62
3480,WELLMAN-UNION S,29,33
3481,THROCKMORTON SC,12,36
3482,WOODSON SCHOOL,56,41
3483,MOUNT PLEASANT,47,39
3485,TLC ACADEMY,36,34
3486,CHRISTOVAL H S,13,16
3487,LAKE VIEW H S,58,59
3488,WATER VALLEY H,33,12
3489,WALL H S,10,13
3490,GRAPE CREEK H S,54,31
3491,VERIBEST H S,32,27
3493,LONE STAR H S E,90,87
3494,LONE STAR H S S,97,79
3495,LONE STAR H S S,97,84
3496,LONE STAR H S S,83,79
3497,LONE STAR H S S,83,84
3498,LONE STAR H S N,81,85
3499,LONE STAR H S C,89,60
3500,LONE STAR H S W,65,60
3501,SCI-TECH PREPAR,57,33
3502,NYOS CHARTER SC,20,19
3504,SETTLEMENT HOME,75,85
3508,PATHWAYS 3H CAM,100,86
3509,TNC CAMPUS (TEX,86,40
3510,METHODIST CHILD,79,78
3511,LAUREL RIDGE,40,100
3517,UNLIMITED VISIO,89,85
3520,CEDAR CREST,56,40
3523,CHAPARRAL STAR,7,0
3524,CEDARS ACADEMY,21,25
3525,KIPP AUSTIN COL,28,30
3526,THE EAST AUSTIN,52,53
3527,AUSTIN ACHIEVE,57,35
3528,THE EXCEL CENTE,71,60
3529,MCCALLUM H S,20,21
3530,TRAVIS H S,60,51
3531,ANDERSON H S,21,17
3532,LBJ HIGH SCHOOL,57,61
3533,GARZA INDEPENDE,60,47
3534,AKINS H S,52,47
3535,LASA H S,0,0
3536,EASTSIDE MEMORI,65,69
3537,GRADUATION PREP,87,96
3538,GRADUATION PREP,87,64
3539,GRADUATION PREP,73,96
3540,GRADUATION PREP,73,64
3542,RICHARDS SCH FO,2,0
3543,INTERNATIONAL H,99,95
3544,TRAVIS COUNTY J,94,75
3545,PHOENIX ACADEMY,77,75
3547,PFLUGERVILLE H,33,31
3548,JOHN B CONNALLY,49,48
3549,HENDRICKSON H S,27,26
3550,TEXAS SCHOOL FO,77,40
3551,TEXAS SCHOOL FO,77,94
3552,TEXAS SCHOOL FO,85,40
3553,TEXAS SCHOOL FO,85,94
3554,MANOR H S,59,57
3555,MANOR EXCEL ACA,88,90
3556,MANOR NEW TECHN,26,27
3557,WESTLAKE H S,4,4
3558,DEL VALLE OPPOR,88,83
3559,LAGO VISTA H S,26,26
3560,LAKE TRAVIS H S,10,12
3561,GROVETON J H-H,35,22
3562,CENTERVILLE H S,17,27
3563,APPLE SPRINGS H,39,60
3564,COLMESNEIL JH/H,26,31
3565,WOODVILLE H S,35,21
3566,SPURGER H S,40,46
3567,CHESTER H S,23,38
3568,BIG SANDY H S,33,29
3569,GILMER H S,40,36
3570,ORE CITY H S,21,18
3571,UNION HILL H S,25,28
3572,HARMONY H S,28,26
3573,NEW DIANA H S,28,38
3574,UNION GROVE H S,35,4
3575,MCCAMEY H S,62,67
3576,RANKIN H S,25,11
3577,KNIPPA SCHOOL,8,22
3578,SABINAL H S,57,40
3579,UVALDE H S,58,55
3580,UTOPIA SCHOOL,26,41
3581,DEL RIO H S,54,39
3582,BLENDED ACADEMY,82,100
3583,COMSTOCK SCHOOL,0,9
3584,RANCH ACADEMY,68,45
3585,CANTON H S,26,16
3586,EDGEWOOD H S,46,38
3587,GRAND SALINE H,41,40
3588,MARTINS MILL H,10,11
3589,VAN H S,39,31
3590,WILLS POINT H S,45,55
3591,FRUITVALE H S,43,37
3592,BLOOMINGTON H S,56,46
3593,LIBERTY ACADEMY,57,53
3594,VICTORIA REGION,65,82
3595,VICTORIA EAST H,51,44
3596,VICTORIA WEST H,52,45
3597,THOMAS BUZBEE V,79,69
3598,NEW WAVERLY H S,28,21
3599,HUNTSVILLE H S,59,53
3600,TEXAS ONLINE PR,7,10
3601,TEXAS ONLINE PR,0,10
3602,HEMPSTEAD H S,64,47
3603,WALLER H S,41,42
3604,ROYAL H S,67,59
3605,MONAHANS H S,60,55
3607,GRANDFALLS-ROYA,33,40
3608,BRENHAM H S,47,38
3609,PRIDE ACADEMY,100,100
3610,BURTON H S,34,39
3611,GATEWAY ACADEMY,88,83
3612,GATEWAY ACADEMY,88,90
3613,GATEWAY ACADEMY,85,83
3614,GATEWAY ACADEMY,85,90
3615,NIXON H S,63,66
3616,DR LEO CIGARROA,81,84
3617,HECTOR J GARCIA,6,11
3618,UNITED H S,34,44
3619,UNITED SOUTH H,54,52
3620,JOHN B ALEXANDE,37,38
3621,BRUNI H S,45,46
3622,BOLING H S,23,30
3623,EAST BERNARD H,16,10
3624,EL CAMPO H S,49,42
3625,WHARTON H S,44,41
3626,LOUISE H S,42,26
3627,SHAMROCK H S,54,57
3628,WHEELER SCHOOL,39,26
3629,KELTON SCHOOL,0,20
3630,FORT ELLIOTT SC,53,54
3631,BURKBURNETT H S,39,45
3632,ELECTRA JUNIOR/,10,24
3633,IOWA PARK H S,39,38
3634,HIRSCHI H S,62,59
3635,RIDER H S,35,30
3636,WICHITA FALLS H,47,47
3638,CITY VIEW JUNIO,28,31
3639,HARROLD SCHOOL,40,25
3640,VERNON H S,50,48
3641,NORTH TEXAS STA,81,72
3642,NORTHSIDE SCHOO,45,55
3643,LASARA H S,28,37
3644,LYFORD H S,55,53
3645,RAYMONDVILLE H,57,47
3646,RAYMONDVILLE OP,59,72
3647,SAN PERLITA H S,56,57
3648,MERIDIAN WORLD,4,5
3649,FLORENCE H S,53,45
3650,GEORGETOWN H S,32,30
3651,CHIP RICHARTE H,60,60
3653,EAST VIEW H S,44,38
3654,GRANGER SCHOOL,35,39
3655,HUTTO H S,31,35
3656,JARRELL H S,34,31
3657,LIBERTY HILL H,18,18
3658,ROUND ROCK H S,15,11
3659,MCNEIL H S,22,22
3660,STONY POINT H S,36,31
3661,CEDAR RIDGE H S,26,27
3663,THRALL H S,30,26
3664,LEANDER H S,26,27
3665,CEDAR PARK H S,10,11
3666,VISTA RIDGE H S,16,16
3667,ROUSE H S,23,22
3668,VANDEGRIFT H S,7,9
3669,GLENN H S,40,27
3670,FLORESVILLE H S,38,36
3671,LA VERNIA H S,30,33
3672,POTH H S,13,9
3673,STOCKDALE H S,17,12
3674,KERMIT H S,67,57
3675,WINK H S,38,36
3676,ALVORD H S,25,27
3677,BOYD H S,29,27
3678,BRIDGEPORT H S,39,37
3679,CHICO H S,42,36
3680,DECATUR H S,31,31
3681,PARADISE H S,19,16
3682,SLIDELL SCHOOLS,16,22
3683,HAWKINS H S,40,38
3684,MINEOLA H S,40,35
3685,QUITMAN H S,35,29
3686,YANTIS SCHOOL,53,39
3687,ALBA-GOLDEN H S,26,29
3688,WINNSBORO H S,21,15
3689,DENVER CITY H S,43,40
3690,PLAINS H S,0,14
3691,GRAHAM H S,36,40
3693,NEWCASTLE SCHOO,11,25
3694,OLNEY H S,50,23
3695,ZAPATA H S,84,80
3696,CRYSTAL CITY H,47,54
3697,LA PRYOR H S,49,30
